responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
Jonathan Mayán,4118,10637,moneda cinco penniä,CAJA 467 - SECTOR Q,23H,sala6,197.0,,numismática,"moneda 5 penniä, marco frances 1965","1,8x0,1cm",cobre,,"presenta depósito de pegamento en el sector frontal, presenta abración en el sector frontal.Presenta la inscripción en en altorelieve"" 5 penniä"", presenta la inscripción en altorelieve en el sector dorsal "" su omen tasavalta 1965",1965,1,2018-08-08,,,,,Regular,,False,,
E.S.,4119,10638,MONEDA DE UN MARKKA,CAJA 467 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Un Markka de Finlandia de 1965, ""Suomen Tasavalta""","1,9cm diametro x 0,2cm",COBRE,,"Presenta deformacion en todo el perimetro. Presenta deposito de pegamento al frente. Presenta abrasion al dorso. Tiene la inscripcion en altorelieve al frente ""1 markka"". Presenta la inscripcion al dorso ""Suomen trasavalta 1965"" con un Leon en el centro.",1965,1,2018-08-09,,,,,Regular,,False,,
E.S.,4120,10639,MONEDA DE CINCO MARKKA,CAJA 467 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Cinco Markka de Finlandia de 1957, ""Suomen trasavalta"".","1,7cm diametro",ALUMINIO,,"Presenta oxidacion al frente y dorso. Presenta la isncripcion al frente ""5 markka"". Presenta la inscripcion al dors en altorelieve ""Suomen trasavalta 1957"".",1957,1,2018-08-09,,,,,Regular,,False,,
E.S.,4121,10640,MEDALLA FRAGATA HERCULES,CAJA 468 - SECTOR Q,23H,sala6,197.0,,MEDALLISTICA,Medalla en altorelieve con la imagen de la fragata Hercules y un retrato del Almirante G. Brown.,"7x5,2x0,4cm",BRONCE,,"Presenta oxidacion en ambas caras de la moneda. Presenta la inscripcion en altorelieve al frente ""Comision nacional de homenaje ley N° 21586 fragata hercules"". Presenta la inscripcion en altorelieve al dorso ""Almirante Guillermo Brown 1777-23 junio 1977"".",1977,1,2018-08-09,,,,,Regular,,False,,
E.S.,4122,10641,MEDALLA HIPOLITO BOUCHARD,CAJA 468 - SECTOR Q,23H,sala6,197.0,,MEDALLISTICA,Medalla en altorelieve con la imagen del capitan de navio hipolito Bouchard en la repatriacion de sus restos en 1962,"6,8cm diametro x 0,4cm",BRONCE,,"Presenta oxidacion en toda la superficie de ambos frentes. Presenta la inscripcion en altorelieve en el frente ""al bizarro marino de las guerras de la independencia capiyán de navío hipolito bouchard en la repatriacion de sus restos el callao - buenos aires 1962"". Presenta la inscripcion en altorelieve el dorso ""...hizo dar triunfalmente la vuelta del mundo a nuestra bandera y el unico que hasta hoy haya llevado tan lejos nuestras armashaciendo pronunciar el nombre de la república argentina en los mas remotos mares por la ardiente boca de sus cañones"". Mitre 1864. decreto ley n° 11981/62. Comisión nacional de homenaje",1962,1,2018-08-09,,,,,Regular,,False,,
E.S.,4123,10642,MONEDA DE VEINTICINCO ORE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de veinticinco Ore de Dinamarca de 1968,"2,3cm diametro x 0,2cm",NIQUEL,,"Presenta deposito de pegamento al frente. Presenta deposito de pegamento al dorso. Tiene un agujero de 0,5cm en el centro de la moneda. Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1968,1,2018-08-10,,,,,Regular,,False,,
E.S.,4124,10643,MONEDA DE UN KRONE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de un krone de Dinamarca 1975 ""Margrethe II""","2cm diametro x 0,2cm",NIQUEL,,"Presenta deposito de pegamento en el dorso. Presenta la inscripcion al dorso ""Magrethe II Danmarks dronning"".  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1975,1,2018-08-10,,,,,Regular,,False,,
E.S.,4125,10644,MONEDA DE UN KRONE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Un krone de Noruega 1947.,"2,5cm diametro x 0,2cm",COBRE y NIQUEL,,"Presenta oxidacion al frente. Tiene un agujero en el centro de 0,5cm.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1947,1,2018-08-10,,,,,Regular,,False,,
E.S.,4126,10645,MONEDA DE UN KRONE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Un krone de dinamarca 1964, ""Frederik IX""","2,5cm diametro x 0,2cm",COBRE Y NIQUEL,,"Presenta deposito de pegamento en el frente y oxidacion. Presenta oxidacion en el dorso.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1964,1,2018-08-10,,,,,Regular,,False,,
E.S.,4127,10646,MONEDA DE CINCO ORE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Cinco Ore 1926,"2,7cm diametro x 0,2cm",BRONCE,,"Presenta rayadura al frente. Presenta deposito de pegamento al frente y oxidacion al dorso.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1926,1,2018-08-10,,,,,Regular,,False,,
E.S.,4128,10647,MONEDA DE DIEZ ORE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Diez Ore de Noruega 1968,"1,5cm diametro x 0,1cm",NIQUEL,,"Presenta deposito de pegamentp al frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1968,1,2018-08-10,,,,,Regular,,False,,
E.S.,4129,10648,MONEDA DE DIEZ ORE,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Diez Ore de Noruega 1972,"1,5cm diametro x 0,1cm",NIQUEL,,"Presenta deposito de pegamento en en el frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1972,1,2018-08-10,,,,,Regular,,False,,
E.S.,4130,10649,MONEDA UN LEK,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Un Lek de Albania 1939,"2,6cm diametro x 0,2cm",COBRE y NIQUEL,,"Presenta oxidacion al frente y dorso.  Presenta deposito de pegamento al frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1939,1,2018-08-10,,,,,Regular,,False,,
E.S.,4131,10650,MONEDA CINCO FRANCOS,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Cinco frnacos de Belgica,"2,4cm diametro x 0,2cm",COBRE y NIQUEL,,"Presenta abrasion al dorso. Presenta craquelacion al frente. Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",,1,2018-08-10,,,,,Regular,,False,,
E.S.,4132,10651,MONEDA DE CINCUENTA LIRAS,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Cincuenta Liras, ""Citta del vaticano"".","2,5cm diametro x 0,2cm",COBRE y NIQUEL,,"Presenta deposito de pegamento al dorso. Presenta sla inscripcion al frente ""Citta del vaticano 50 L"". Presenta la inscripcion al dorso ""Pavlvs XI P.M. A. XII. MCMLXXIV"".  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",,1,2018-08-10,,,,,Regular,,False,,
E.S.,4133,10652,MONEDA DE VEINTE DINARA,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de veinte Dinara,"2,3cm diametro",COBRE,,"Presenta abrasion al frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1943,1,2018-08-10,,,,,Regular,,False,,
E.S.,4134,10653,MONEDA DE UN PENGO,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Un pengo 1944,"2,4cm diametro x 0,2cm",ALUMINIO,,"Presenta deposito de pegamento a frente. Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1944,1,2018-08-10,,,,,Regular,,False,,
E.S.,4135,10654,MONEDA DE CINCO GROSCHEN,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Cinco groschen de 1931 de Austria,"1,7cm diametro",COBRE y NIQUEL,,"Presenta deposito de pegamento al frente. Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1931,1,2018-05-10,,,,,Regular,,False,,
E.S.,4136,10655,MONEDA DE CINCO SCHILLING,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Cinco Schilling de Austria de 1970, ""Republik Osterreich""","1,9cm diametro x 0,2cm",COBRE y NIQUEL,,"Presenta deposito de pegamento al frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1970,1,2018-08-10,,,,,Regular,,False,,
E.S.,4137,10656,MONEDA DE DOS SCHILLING,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Dos Schilling de Austria de 1946,"2,8cm diametro",ALUMINIO,,"Presenta deposito de pegamento al frente.  Presenta oxidacion al frente y dorso.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1946,1,2018-08-10,,,,,Regular,,False,,
E.S.,4138,10657,MONEDA DE DOS COROIN,CAJA 469 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de dos coroin de Irlanda de 1961,"3,2cm diametro",COBRE y NIQUEL,,"Presenta deposito de pegamento al dorso. Presenta oxidacion al frente.  Se encontro un papel con la inscripcion ""Donacion: Marina y Esteban Pastorino"".",1961,1,2018-08-10,,,,,Regular,,False,,
E.S.,4139,10658,COLECCIÓN DE DOCE BILLETES DE PAPEL MONEDA,CAJA 470 - SECTOR Q,23H,,197.0,,numismática,Colección de doce billetes de papel moneda en sobre que incluyen: Tres billetes de dos pesos serie N° 08593357 L; 77095907 L; 35987102L: Tres billetes de Un Dólar estadounidense serie N° K03860892 E; E 630384419 G; F 86132058 H. Dos billetes de Cien mil a,"23,5x12cm",PAPEL,,"Estan en un sobre dirigido al coordinadora general del instituto bernasconi con una nota expresando el deseo de ser donados al museo bernasconi. La donacion es de Alberto Vetromile, DNI 4040007, Av. Libertador General San Martin 1396 7° C, CP 1638, Vicente Lopez"".",,0,2018-08-10,,,,,Regular,,False,,
E.S.,4140,10659,COLECCIÓN DE DISCOS DE PASTAS,,25H,,240.0,,domesticos,"Colección dentro de una carpeta de nueve discos de 33 que incluyen: 1 disco de los ""Los de Siempre""; 1 disco de ""Richard Anthony""; 1 disco de ""Claude Ciari""; 1 disco de ""Stirling Brandy""; 1 disco de ""Franck Pourcel""; 1 disco de ""Herve Vilard""; 1 disco de","21,5x19x4cm","CARTON, METAL Y VINILO",,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4141,10660,DISCO DE FRANCIS LAI,,25H,,240.0,,domesticos,"Disco de Francis lai de 33rpm en envoltorio de jimmy fontana de la Paramount. Producido y distribuido por Music Hall, incluye el tema ""Patinando en el central Park"" e ""Historia de amor"".","17,5x17,5cm",PAPEL Y VINILO,MUSIC HALL - industria argentina,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4142,10661,DISCO DE LOS CINCO LATINOS,,25H,,240.0,,domesticos,"Disco  de los ""5 Latinos"" en envoltorio de ""Llego la Cumbia"" de 33rpm de la firma RCA Victor y Columbia. Incluye los temas ""No me puedo quejar"" y ""Estando contigo"".","17,5x17,5cm",PAPEL Y VINILO,Columbia - industria argentina,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4143,10662,DISCO DE LOS WAWANCO,,25H,,240.0,,domesticos,"Disco de Los Wawanco en envoltorio de Leonardo Favio de 33rpm de la firma Odeon saic que incluye los temas ""Quiero un sombrero"" y ""El huerfanito""","17,5x17,5cm",PAPEL Y VINILO,Odeon saic - industria argentina,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4144,10663,DISCO DE LOS CUATRO SOLES,,25H,,240.0,,domesticos,"Disco de los Cuatro Soles en envoltorio de Matt Monro de la Firma EMI, que incluye los temas ""Ahora que te estoy queriendo"" y ""Nunca mas podre olvidarte"".","17,5x17,5cm",PAPEL Y VINILO,EMI - industria argentina,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4145,10664,DISCO DE OSVALDO PUGLIESE,,25H,,240.0,,domesticos,Disco de Osvaldo Pugliese con Alberto Moran que se encuentra vacia de la firma Oseon,"31,5x31,5cm",CARTON,Oseon,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4146,10665,DISCO DE JULIO IGLESIAS,,25H,,240.0,,domesticos,"Disco de Julio Iglesias de la firma CBS saicf y Discos Columbia SA del año 1976. incluye los temas Caminito, Recuerdos de icaparai, historia de un amor, obsesion, sombras, cancion de orfeo, jurame, guantanamera, vaya con dios, moliendo café, ay ay ay y al","31,5x31,5cm",CARTON Y VINILO,CBS saicf y Columbia SA,,1976,0,2018-08-13,,,,,Bueno,,False,,
E.S.,4147,10666,DISCO COLECCIÓN VIEJOS TEMAS DE LOS BEATLES,,25H,,240.0,,domesticos,"Disco colección de viejos temas de los beatles de la firma Emi - Odeon saic que incluye los temas; ella te ama, para ti, podemos solucionarlo, socorro, michelle, ayer, me siento bien, submarino amarillo, el dinero no puede comprarme amor, muchacho malo, v","31,5x31,5cm",CARTON Y VINILO,emi odeon saic,,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4148,10667,DISCO VIVALDI LAS CUATRO ESTACIONES,,25H,,240.0,,domesticos,"Disco de Vivaldi de las cuatro estaciones con los conciertos N° 1,2,3 y 4. Tesoros de la musica clasica. Obra dirigida por la Orquesta de Cámara del Palatinato dirigida por Eugene Bodart y violin de Ferdinand Mezger.","31,5x31,5cm",CARTON Y VINILO,Sarpe,,,0,2018-08-13,,,,,Bueno,,False,,
E.S.,4149,10668,DISCO DE HORACIO GUARANY,,25H,,240.0,,domesticos,"Disco de Horacio Guarany con titulo ""Hombre y cantor"" de la firma Carmusic saic que incluye los temas: guitarra de medianoche, zamba amanecida, el mensu, vidala de la copla, carnavalito quebradeño, quebrachalera, merceditas, no se porque piensas tu, cople","31,5x31,5cm",CARTON Y VINILO,Carmusic saic,La caja presenta fractura de 7cm en la parte superior frontal izquierda. Hay desprendimiento en la parte superior frontal derecha.,,0,2018-08-13,,,,,Regular,,False,,
E.S.,4150,10669,TOCADISCOS WEBCOR,SECTOR P,vitrina,sala6,,,domesticos,Tocadiscos de la marca webcor,"33,5x31x19,5cm","METAL, PLASTIO Y GOMA",,No tiene base. El brazo de la pua no funciona y no tiene pua. Presenta oxidacion en toda la superficie.,,1,2018-08-13,,,,,Malo,B2679,False,,
E.S.,4151,10670,TOCADISCOS PHILIPS,SECTOR P,vitrina,sala6,,,domesticos,Tocadiscos de la marca Philips tipo ng 4514 A; N° de serie 5531,36x34x23cm,"MADERA, METAL, PLASTICO Y TEXTIL",Philips - industria argentina,"Presenta oxidacion. No fue probado, se desconoce si funciona",,1,2018-08-13,36,"23,5",,,Regular,B2680,False,,
E.S.,4152,10671,TOCADISOCOS WINCO,SECTOR P,vitrina,sala6,,,domesticos,Tocadiscos de la marca Winco,33x30x20cm,METAL Y PLASTICO,winco - industria argentina,"Presenta ruptura de uan botonera. La base se encuentra desprendida de la parte superior. Contiene el disco ""El relicario"".",,1,2018-08-13,,,,,Regular,B2681,False,,
E.S.,4153,10672,MONEDA UN CRUZEIRO,CAJA 472 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Un cruzeiro de 1979,","2cm diametro x 0,2cm",NIQUEL,,,,1,2018-08-15,,,,,Bueno,,False,,
E.S.,4154,10673,IMAGEN INMACULADA DE GARAY,,22D,,52.0,,fotografías,Fotografia de la inmaculada de Garay a color enmarcada sobre fondo rojo,25x 19,PAPEL,,"Presenta herraje para colgar en la parte dorsal. Al frente la foto presenta decoloracion Tiene una etiqueta en la parte dorsal con la inscripcion en tinta sobre papel "" imagen de la inmaculada de garay donada al convento de san francisco de la ciudad de santa fe, por la hija de su fundador juan de garay, esposa de Hernandarias, primer gobernador de Buenos Aires, el 5 de octubre de 1642 (Siglo XVII). se venera en su camarin en el templo de N.P. San Francisco de la actual ciudad"".",,0,2018-08-16,,,,,Regular,,False,,
E.S.,4155,10674,CENICERO,,21E,,60.0,,domesticos,cenicero de forma circular con figura de pescador en el centro,11x3cm,CERAMICA,,Presenta marcaciones en la base,,1,2018-06-04,,,,,Regular,,False,,
Sonia,4156,10675,ADORNO MARIPOSA,,21E,,60.0,,domesticos,adorno con forma de mariposa de color rosa y celeste oscuro,20x9cm,CERAMICA,,presenta decoloracion en la parte superior,,1,2018-06-04,,,,,Regular,,False,,
Sonia,4157,10676,taza,desconocido,,,,,domesticos,,8 x 6,,,,,0,2018-06-04,,,,,Regular,,False,,
Sonia,4158,10677,TAZA CON ROSAS,desconocido,,,,,domesticos,taza,8 x 6,,,,,0,2018-06-04,,,,,Regular,,False,,
Sonia,4159,10678,VINAGRERA Y ACEITERA,,21E,,60.0,,domesticos,vinagrera y aceitera con flores en relieve,20x9cm,CERAMICA,,,,1,2018-06-04,,,,,Bueno,,False,,
Sonia,4160,10679,azucarera con tapa,,21E,,60.0,,domesticos,,11 x 7,,,,,1,2018-06-04,,,,,Regular,,False,,
E.S.,4161,10680,BROCHES DE MADERA,,21E,,60.0,,domesticos,9 unidades de broches de madera,8x2cm,MADERA,,,,1,2018-05-28,,,,,Regular,,False,,
E.S.,4162,10681,MONEDA DIEZ FRANCOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de Diez francos franceses, ""egalite, liberte, fraternite"", de 1964","2x0,2cm diametro",COBRE,,"Presenta deposito de pegamento al frente. Presenta oxidacion al dorso. Presenta la inscripcion al dorso ""republique francaise""",1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4163,10682,MONEDA DE UN CENTAVOS DE EEUU,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Un centavo de Estados Unidos de 1964,"1,9x0,2cm",COBRE,,"Presenta deposito de pegamento al dorso. Presenta la inscripcion al dorso""Liberty, in god we trust 1964"". Presenta la inscripcion al frente ""united states of america one cent pluribus unum"".",1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4164,10683,MONEDA DIEZ CENTIMOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de diez centimos de peseta de España,"1,8x0,1cm",ALUMINIO,,Presenta deposito de pegamento al dorso. Presenta oxidacion al frente.,,1,2018-08-22,,,,,Regular,,False,,
E.S.,4165,10684,MONEDA DE DIEZ CENTAVOS DE FILIPINAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de diez centavos de Filipinas,"1,8x0,1cm",NIQUEL,,"Presenta oxidacion al dorso. Presenta la inscripcion al frente ""Ten centavos 1964"". Presenta la inscripcion al dorso ""central bank of phillipines"".",1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4166,10685,MONEDA DE CIEN LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cien liras italianas de 1958,"2,8x0,2cm diametro",NIQUEL Y BRONCE,,Presenta oxidacion al frente y dorso,1958,1,2018-08-22,,,,,Regular,,False,,
E.S.,4167,10686,MONEDA DE CINCUENTA LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cincuenta liras italianas de 1964,"2,5x0,2cm",NIQUEL Y BRONCE,,Presenta deposito de pegamento al dorso. Presenta oxidacion al dorso y frente.,1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4168,10687,MONEDA DE CIEN LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cien liras italianas de 1963,"2,8x0,2cm diametro",NIQUEL Y BRONCE,,Presenta oxidacion al frente y dorso. Presenta deposito de pegamento al frente.,1963,1,2018-08-22,,,,,Regular,,False,,
E.S.,4169,10688,MONEDA DE DIEZ LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de diez liras italianas de 1953,"2,4x0,2cm diametro",ALUMINIO,,Presenta deposito de pegamento en el frente.,1953,1,2018-08-22,,,,,Regular,,False,,
E.S.,4170,10689,MONEDA DE DIEZ LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de diez liras italianas de 1953,"2,4x0,2cm diametro",ALUMINIO,,Presenta deposito de pegamento en el frente.,1953,1,2018-08-22,,,,,Regular,,False,,
E.S.,4171,10690,MONEDA DE CINCUENTA LIRAS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cincuenta liras italianas de 1964,"2,5x0,2cm",NIQUEL Y BRONCE,,Presenta deposito de pegamento al dorso. Presenta oxidacion al dorso y frente.,1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4172,10691,MONEDA DE DIEZ PESOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,moneda de diez pesos de argentina de 1965,"2,9x0,2cm",NIQUEL,,Presenta oxidacion al frente y deposito de pegamento,1965,1,2018-08-22,,,,,Regular,,False,,
E.S.,4173,10692,MONEDA DE UN CENTESIMO DE PANAMA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,"Moneda de un centesimo de Panama de 1962, ""Urraca""","1,9x0,2cm",COBRE,,Presenta deposito de pegamento al dorso,1962,1,2018-08-22,,,,,Regular,,False,,
E.S.,4174,10693,MONEDA DE PANAMA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de panama de 1962,"1,8x0,1cm",ALUMINIO,,Presenta depsoito de pegamento al frente. Presenta oxidacion al frente y dorso,1962,1,2018-08-22,,,,,Regular,,False,,
E.S.,4175,10694,MONEDA DE CINCO FRANCOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cinco frnacos RF de Francia de 1949,"3,2x0,2cm diametro",ALUMINIO,,Presenta oxidacion al frente y dorso,1949,1,2018-08-22,,,,,Regular,,False,,
E.S.,4176,10695,MONEDA DE VEINTE CENTIMES DE FRANCO,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de veinte centimes de francia de 1964.,"2,4x0,2cm diametro",COBRE,,"Presenta la inscripcion al frente ""liberte, egalite, fraternite 1964"".",1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4177,10696,MONEDA DE CINCO CENTIMES DE FRANCO,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cinco centimes de Francia de 1963,"1,9x0,2cm",ALUMINIO,,Presenta depsoito de pegamento y oxidacion al dorso.,1963,1,2018-08-22,,,,,Regular,,False,,
E.S.,4178,10697,MONEDA DE FRANCIA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Francia de 1961,"1,9x0,2cm",ALUMINIO,,Presenta depsoito de pegamento y oxidacion al dorso.,1961,1,2018-08-22,,,,,Regular,,False,,
E.S.,4179,10698,MONEDA DE DIEZ FRANCOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de die francos de Africa occidental Francesa Togo de 1957,"2,3x0,2cm diametro",COBRE,,"Presenta deposito de pegamento al frente y oxidacion al dorso. Presenta la inscripcion al frente ""Instituto Mission Afrique occidentale francaise Togo"".",1957,1,2018-08-22,,,,,Regular,,False,,
E.S.,4180,10699,MONEDA DE DIEZ FRANCOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de die francos de Africa occidental Francesa Togo de 1957,"2,3x0,2cm diametro",COBRE,,"Presenta deposito de pegamento al frente y oxidacion al dorso. Presenta la inscripcion al frente ""Instituto Mission Afrique occidentale francaise Togo"".",1957,1,2018-08-22,,,,,Regular,,False,,
E.S.,4181,10700,MONEDA DE DIEZ FRANCOS,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de diez francos de africa occidental francesa de 1956,"2,9x0,2cm",COBRE,,"Presenta despsoito de pegaento al frente. Presenta oxidacion al dorso. Presenta la inscripcion al frente ""10 Fs afrique occidentale francaise"".",1956,1,2018-08-22,,,,,Regular,,False,,
E.S.,4182,10701,MONEDA DE UN CENTAVOS DE EEUU,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Un centavo de Estados Unidos de 1942,"1,9x0,2cm",COBRE,,"Presenta oxidacion al dorso. Presenta deposito de pegaento al frente. Presenta la inscripcion al dorso""Liberty, in god we trust 1942"". Presenta la inscripcion al frente ""united states of america one cent"".",1942,1,2018-08-22,,,,,Regular,,False,,
E.S.,4183,10702,MONEDA DE CINCO CENTAVOS DE EEUU,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Cinco centavos de Estados Unidos de 1961,"2,1x0,2cm",NIQUEL,,"Presenta oxidacion al dorso y frente. Presenta deposito de pegamento al dorso. Presenta la inscripcion al dorso""Liberty, in god we trust 1961"". Presenta la inscripcion al frente ""united states of america five cent epluribus unum monticello"".",1961,1,2018-08-22,,,,,Regular,,False,,
E.S.,4184,10703,MONEDA DE CINCO CENTAVOS DE EEUU,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de Cinco centavos de Estados Unidos de 1963,"2,1x0,2cm",NIQUEL,,"Presenta oxidacion al dorso y frente. Presenta deposito de pegamento al frente. Presenta la inscripcion al dorso""Liberty, in god we trust 1963"". Presenta la inscripcion al frente ""united states of america five cent epluribus unum monticello"".",1963,1,2018-08-22,,,,,Regular,,False,,
E.S.,4185,10704,MONEDA ONE DIME,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de one dime de EEUU de 1964,"1,9x0,2cm",NIQUEL,,"Presenta oxidacion al dorso y frente. Presenta deposito de pegamento al frente. Presenta la inscripcion al dorso""Liberty, in god we trust 1964"". Presenta la inscripcion al frente ""united states of america ONE DIME epluribus unum"".",1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4186,10705,MONEDA QUARTER DE DÓLAR,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de quarter de dólar de 1951,"2,5x0,2cm",NIQUEL,,"Presenta oxidacion al dorso y frente. Presenta la inscripcion al dorso""Liberty, in god we trust 1951"". Presenta la inscripcion al frente ""united states of america quarter dollar"".",1951,1,2018-08-22,,,,,Regular,,False,,
E.S.,4187,10706,MONEDA DE CINCUENTA DE LA INDIA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de cincuenta de la india de 1963,"2,4x0,2cm diametro",aLUMINIO,,Presenta oxidacion al frente.,1963,1,2018-08-22,,,,,Regular,,False,,
E.S.,4188,10707,MONEDA DE VEINTICINCO DE LA INDIA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de veinticinco de la India de 1963,"1,9x0,2cm",ALUMINIO,,Presenta oxidacion al frente y dorso,1963,1,2018-08-22,,,,,Regular,,False,,
E.S.,4189,10708,MONEDA DE VEINTICINCO DE LA INDIA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,Moneda de veinticinco de la India de 1964,"1,9x0,2cm",ALUMINIO,,Presenta oxidacion al frente y dorso,1964,1,2018-08-22,,,,,Regular,,False,,
E.S.,4190,10709,MONEDA,CAJA 484 - SECTOR Q,23H,,197.0,,numismática,moneda sin distinguirse,"2,3x0,2cm",COBRE,,,,0,2018-08-22,,,,,Regular,,False,,
E.S.,4191,10710,MONEDA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,moneda sin distinguirse,"1,8x0,1cm",COBRE,,Presenta depsoito de pegamento al dorso,,2,2018-08-22,,,,,Regular,,False,,
E.S.,4192,10711,MONEDA,CAJA 484 - SECTOR Q,23H,sala6,197.0,,numismática,moneda sin distinguirse,"1,8x0,1cm",COBRE,,presenta deposito de pegamento al frente y sisura al dorso,,1,2018-08-22,,,,,Regular,,False,,
